leksem	broj.slova	frek	k.N	k.M	k.C	k.STD	k.MIN	k.MAX	č.N	č.M	č.C	č.STD	č.MIN	č.MAX	p.N	p.M	p.C	p.STD	p.MIN	p.MAX	d.N	d.M	d.C	d.STD	d.MIN	d.MAX
investicijski	13	34234	32	2.21875	2.0	1.31658590206	0	5	32	3.0	3.0	1.19895788083	1	5	30	2.53333333333	2.0	1.25786415094	1	5	30	11.1333333333	11.5	2.95221197673	4	17
valjak	6	6892	32	4.75	5.0	0.559016994375	3	5	32	2.71875	3.0	0.909477013178	1	4	30	4.83333333333	5.0	0.37267799625	4	5	30	6.76666666667	7.0	2.81286725997	3	15
slojevit	8	3572	32	3.8125	4.0	1.01357967126	1	5	32	3.3125	3.0	1.01357967126	1	5	30	3.93333333333	4.0	1.06249183003	1	5	30	7.86666666667	7.5	2.39072281027	3	13
morati	6	1705536	32	2.125	2.0	1.2930100541	1	5	32	4.59375	5.0	0.654760213742	3	5	30	3.26666666667	3.0	1.33998341615	1	5	30	5.13333333333	4.5	2.21710521978	2	10
zlatan	6	114206	32	4.5	5.0	0.901387818866	1	5	32	3.5	4.0	0.935414346693	1	5	30	4.83333333333	5.0	0.37267799625	4	5	30	5.36666666667	5.0	2.12105843599	2	10
poslušan	8	6679	32	2.78125	3.0	1.13837535001	1	5	32	3.5	4.0	1.11803398875	0	5	30	3.73333333333	4.0	1.28927197372	1	5	30	5.1	5.0	1.7194960502	1	9
padalina	8	4413	32	4.40625	5.0	0.93070453824	1	5	32	3.40625	3.0	1.05650884402	2	5	30	4.53333333333	5.0	0.669991708075	3	5	30	6.46666666667	6.0	2.09337579575	2	12
planiranje	10	37328	32	3.0625	3.0	1.34483967446	0	5	32	3.84375	4.0	1.22753245884	0	5	30	3.86666666667	4.0	1.17567947257	1	5	30	7.33333333333	7.0	2.03851798019	3	12
izraditi	8	52943	32	3.46875	3.0	1.08927656612	2	5	32	3.78125	4.0	0.926497942523	1	5	30	4.06666666667	4.0	1.03064165558	1	5	30	6.46666666667	6.0	1.97877627729	2	10
neven	5	5239	32	4.53125	5.0	0.999511599482	1	5	32	2.53125	2.0	1.22434612651	1	5	30	3.56666666667	4.0	1.30851909509	1	5	30	8.4	7.0	3.46987031458	3	19
presretan	9	11006	32	2.5625	2.0	1.24843652221	1	5	32	4.0625	4.0	0.966226552109	2	5	30	4.2	4.5	1.07703296143	1	5	30	5.86666666667	5.5	2.66749986983	1	12
protivnički	11	10950	32	2.75	3.0	1.14564392374	1	5	32	3.34375	3.0	0.922272160211	2	5	30	3.43333333333	3.0	1.02252411001	1	5	30	6.86666666667	7.0	1.89267594221	3	11
ispeći	6	8003	32	4.28125	4.0	0.799780243254	2	5	32	4.03125	4.0	0.951458584227	2	5	30	4.33333333333	5.0	0.906764700582	2	5	30	5.5	5.0	2.24722050542	2	10
napuštati	9	23407	32	3.09375	3.0	1.18214251996	1	5	32	3.3125	3.0	0.916429893663	2	5	30	3.76666666667	4.0	1.17426099692	2	5	30	6.36666666667	6.0	1.97456042928	2	10
natjerati	9	35382	32	2.78125	3.0	1.13837535001	1	5	32	3.8125	4.0	0.916429893663	2	5	30	3.8	4.0	1.19443152448	1	5	30	6.46666666667	6.0	2.20201927532	3	10
ugovoriti	9	10057	32	3.0	3.0	1.08972473589	1	5	32	3.28125	3.0	1.03785761909	0	5	30	3.4	3.0	1.08320512062	2	5	30	9.33333333333	10.0	2.8323527715	2	15
ispisati	8	11467	32	3.65625	4.0	1.01886502418	1	5	32	3.90625	4.0	0.878897569402	2	5	30	4.1	4.0	0.943398113206	2	5	30	7.9	7.5	2.98161030318	2	16
mrvica	6	18584	32	4.46875	5.0	0.749348675518	3	5	32	3.84375	4.0	1.09285677813	2	5	30	4.7	5.0	0.585946527708	3	5	30	5.0	5.0	2.12916258969	2	10
nadmoćan	8	4449	32	2.46875	2.5	1.36894975711	0	5	32	2.9375	3.0	1.14393782611	1	5	30	3.33333333333	3.5	1.24721912892	1	5	30	8.46666666667	8.0	2.2764494772	3	13
protivnica	10	3192	32	3.03125	3.0	1.38031642658	0	5	32	2.9375	3.0	1.05881714663	1	5	30	4.0	4.0	1.0	2	5	30	7.33333333333	7.0	2.63733872598	3	15
kaotičan	8	5130	32	2.5	2.5	1.2747548784	1	5	32	3.1875	3.0	0.916429893663	1	5	30	3.26666666667	3.0	1.15277443105	1	5	30	9.73333333333	10.0	3.0214051183	2	15
esencijalan	11	6844	32	2.125	2.0	1.24373429638	1	5	32	2.8125	3.0	1.26089006261	1	5	30	2.7	3.0	1.00498756211	1	5	30	12.9666666667	14.0	3.71019616133	2	18
editorijal	10	4239	32	2.875	3.0	1.19242400177	1	5	32	2.125	2.0	1.02316909648	1	4	30	3.1	3.0	1.19303534454	1	5	30	12.2333333333	13.0	3.89600935431	3	19
štovatelj	9	4509	32	2.9375	3.0	1.47769880219	1	5	32	2.3125	2.0	1.10219950553	1	5	30	3.43333333333	3.0	1.20231258646	1	5	30	9.66666666667	10.0	3.3895263517	3	20
neizlječiv	10	3307	32	2.75	3.0	1.19895788083	1	5	32	2.78125	3.0	1.052805033	0	5	30	3.6	3.5	1.28062484749	1	5	30	7.96666666667	7.5	2.19823161251	3	12
pozadina	8	35408	32	4.0625	4.0	1.05881714663	1	5	32	3.9375	4.0	0.747391296444	3	5	30	4.3	5.0	1.03762549442	1	5	30	7.4	6.5	2.7398296784	4	16
donijeti	8	255222	32	3.75	4.0	1.36930639376	0	5	32	4.375	5.0	0.819679815538	2	5	30	4.2	5.0	1.19443152448	1	5	30	4.66666666667	4.0	2.16538423585	2	12
ispiti	6	4544	32	4.25	5.0	1.06066017178	1	5	32	4.375	5.0	0.819679815538	2	5	30	4.53333333333	5.0	0.763034876151	2	5	30	6.23333333333	6.0	2.48573709167	3	14
dodirnuti	9	6070	32	4.34375	5.0	0.98771753933	2	5	32	4.3125	4.5	0.768012857965	3	5	30	4.46666666667	5.0	0.763034876151	3	5	30	4.63333333333	4.5	1.88826787177	2	9
nabaciti	8	8250	32	3.375	3.0	1.08253175473	1	5	32	3.625	4.0	1.02316909648	1	5	30	3.73333333333	4.0	1.09341463112	1	5	30	7.66666666667	7.0	2.89059778516	2	14
mentor	6	19756	32	4.0625	4.0	1.0879309491	1	5	32	3.5	4.0	1.2747548784	0	5	30	4.26666666667	5.0	1.03064165558	2	5	30	11.1333333333	10.5	3.38362067745	4	17
kazneni	7	111969	32	2.96875	3.0	1.13149168689	1	5	32	3.21875	3.0	1.02269176075	1	5	30	3.43333333333	3.0	1.17426099692	1	5	30	7.76666666667	7.5	2.21635336132	3	12
taliban	7	9601	32	4.21875	5.0	1.052805033	1	5	32	2.8125	3.0	1.23585749583	1	5	30	4.16666666667	4.0	0.897527467856	2	5	30	10.0	10.0	3.28633534503	3	19
dušik	5	4457	32	3.625	4.0	1.13880419739	1	5	32	2.8125	3.0	0.881670998729	1	4	30	3.26666666667	3.0	1.5260697523	1	5	30	10.5666666667	11.0	2.67934486188	3	16
destruktivan	12	5285	32	2.71875	3.0	1.20505121779	1	5	32	2.875	3.0	0.992156741649	1	4	30	3.4	3.5	1.25432584815	1	5	30	11.2666666667	12.0	3.06521704869	4	17
zapjevati	9	10610	32	3.625	4.0	1.16592238164	0	5	32	3.65625	4.0	1.28960689262	0	5	30	4.3	5.0	0.936304793679	2	5	30	5.53333333333	5.5	2.55255862921	1	12
pomisliti	9	73806	32	2.34375	2.0	1.28960689262	1	5	32	4.15625	4.5	1.03408700674	1	5	30	3.8	4.0	1.07703296143	1	5	30	6.0	6.0	2.25092573548	3	10
pravljenje	10	5034	32	3.09375	3.0	1.20828843307	1	5	32	3.3125	3.0	1.04395581803	1	5	30	3.43333333333	4.0	1.17426099692	1	5	30	6.7	6.0	2.96816441593	2	18
pripisati	9	9915	32	2.59375	2.5	1.08568454788	1	5	32	3.1875	3.0	1.01357967126	1	5	30	3.03333333333	3.0	1.40198272299	1	5	30	8.43333333333	8.0	2.9289740335	3	15
mačji	5	4863	32	3.3125	3.0	1.21030729569	1	5	32	3.03125	3.0	1.13149168689	1	5	30	4.53333333333	5.0	0.845905169363	1	5	30	5.2	5.0	1.79629247804	2	10
prijenos	8	62823	32	3.1875	3.0	1.04395581803	1	5	32	3.375	3.0	1.05326872165	0	5	30	3.4	3.5	1.3316656237	1	5	30	7.93333333333	8.0	2.59401019445	4	15
sebičan	7	11061	32	2.59375	2.0	1.38878037771	1	5	32	3.6875	4.0	0.916429893663	1	5	30	3.66666666667	4.0	1.2736648783	1	5	30	6.66666666667	6.5	2.8323527715	3	17
zamolba	7	8887	32	3.75	4.0	1.25	1	5	32	3.78125	4.0	0.926497942523	1	5	30	4.23333333333	5.0	0.989388138644	2	5	30	9.03333333333	9.0	3.47834571153	2	17
marginalan	10	4743	32	2.40625	2.0	1.34302305918	1	5	32	2.65625	3.0	1.16214712386	1	5	30	2.8	3.0	1.22202018532	1	5	30	12.7333333333	13.0	3.8464991298	3	21
sastaviti	9	22572	32	3.28125	3.0	1.03785761909	1	5	32	3.75	4.0	1.11803398875	1	5	30	3.73333333333	4.0	1.12348663642	1	5	30	6.96666666667	6.5	2.53618260822	3	12
disk	4	58624	32	4.625	5.0	0.649519052838	3	5	32	3.25	3.0	1.17260393996	1	5	30	4.53333333333	5.0	0.718021974285	3	5	30	7.76666666667	7.0	2.80099188781	4	18
uspjeh	6	196089	32	2.53125	2.0	1.36894975711	1	5	32	4.375	5.0	0.739509972887	3	5	30	3.63333333333	3.5	1.27758452645	1	5	30	6.76666666667	7.0	1.94393644158	4	12
prošlost	8	99989	32	2.3125	2.0	1.56998208589	0	5	32	4.21875	4.0	0.779998998397	3	5	30	3.76666666667	4.5	1.38283123418	1	5	30	6.13333333333	6.0	2.14061258107	2	11
sloboda	7	169869	32	2.0	1.0	1.45773797371	0	5	32	4.09375	4.0	0.84259179767	2	5	30	3.7	4.0	1.39403491109	1	5	30	6.06666666667	6.0	2.26470503353	2	12
sedamdesete	11	3553	32	2.75	2.0	1.41421356237	1	5	32	2.9375	3.0	1.27322179922	1	5	30	3.86666666667	4.0	1.08730042869	1	5	30	7.86666666667	8.0	2.8134597128	2	15
pravopis	8	10268	32	3.46875	3.5	1.17218745834	1	5	32	4.0	4.0	1.0307764064	1	5	30	3.93333333333	4.0	1.20922380981	1	5	30	7.8	7.0	2.30072452356	3	15
uradak	6	23097	32	3.78125	4.0	0.991664478289	2	5	32	3.21875	3.0	1.13837535001	1	5	30	3.7	3.5	1.15902257671	1	5	30	8.06666666667	7.0	2.74388208363	3	15
stabljika	9	5191	32	4.71875	5.0	0.67241983723	3	5	32	3.375	3.0	0.960143218484	2	5	30	4.86666666667	5.0	0.426874949162	3	5	30	6.06666666667	6.0	2.51572830188	2	13
ženidba	7	5427	32	3.78125	4.0	1.26822649298	1	5	32	3.21875	3.0	1.08208060582	1	5	30	4.66666666667	5.0	0.788810637747	1	5	30	5.9	5.0	2.66270539114	2	15
upotrebljavati	14	33324	32	3.1875	3.0	1.30952042748	1	5	32	4.21875	4.0	0.926497942523	1	5	30	3.86666666667	4.0	1.17567947257	1	5	30	6.4	6.0	2.51130776024	2	12
kolonijalan	11	4318	32	2.59375	3.0	1.19528696868	1	5	32	2.4375	2.0	1.14393782611	1	5	30	2.96666666667	3.0	1.25122162527	1	5	30	10.6333333333	11.0	3.12498888887	3	17
pristupati	10	19676	32	2.78125	3.0	1.31658590206	1	5	32	3.1875	3.0	0.916429893663	1	5	30	3.46666666667	4.0	1.30979218029	1	5	30	8.56666666667	9.5	3.1271215021	2	17
pregovor	8	95505	32	2.96875	3.0	1.21151699844	1	5	32	3.1875	3.0	1.01357967126	0	5	30	3.5	3.0	1.11803398875	1	5	30	9.9	10.0	3.13421973278	2	15
produbiti	9	5242	32	2.90625	3.0	1.15540509671	1	5	32	3.09375	3.0	1.07119603131	1	5	30	3.4	3.0	1.1430952133	1	5	30	9.4	9.5	2.99555225849	3	17
gnijezdo	8	9480	32	4.71875	5.0	0.571968913054	3	5	32	3.15625	3.0	1.12108694467	0	5	30	4.9	5.0	0.3	4	5	30	5.63333333333	5.0	3.00536557214	2	18
prisilan	8	11803	32	2.78125	3.0	0.991664478289	1	5	32	3.0625	3.0	0.998044963917	1	5	30	3.46666666667	3.0	1.23107902084	1	5	30	8.5	8.0	2.83725219182	4	17
nakupiti	8	7307	32	3.4375	4.0	1.02887985207	1	5	32	3.40625	3.0	0.99559577013	1	5	30	3.33333333333	3.0	1.22020034785	1	5	30	7.53333333333	7.0	3.36386021641	3	16
odsjesti	8	4179	32	3.09375	3.0	1.12803410299	1	5	32	2.90625	3.0	1.04161458203	1	5	30	3.46666666667	3.0	1.17567947257	1	5	30	8.7	8.5	2.83019433962	2	18
pripovijest	11	3657	32	3.375	3.0	1.19242400177	1	5	32	3.09375	3.0	1.20828843307	0	5	30	3.9	4.0	1.19303534454	1	5	30	8.8	9.0	2.93711876959	2	16
muzički	7	17636	32	3.40625	3.0	1.19528696868	1	5	32	3.4375	4.0	1.05881714663	0	5	30	3.93333333333	4.0	1.12348663642	1	5	30	6.56666666667	7.0	2.43150616331	2	12
krvarenje	9	15906	32	4.46875	5.0	0.828567098973	2	5	32	3.40625	3.0	0.896499267986	2	5	30	4.5	5.0	0.991631652043	2	5	30	6.13333333333	6.5	2.82528268006	2	13
uništiti	8	63811	32	3.625	4.0	1.16592238164	1	5	32	3.6875	4.0	0.982264602844	2	5	30	4.16666666667	5.0	1.00277393043	2	5	30	5.7	5.5	2.72213151776	1	13
policijski	10	108035	32	3.8125	4.0	1.07347275233	1	5	32	3.28125	3.0	0.799780243254	2	5	30	4.23333333333	4.5	0.843932593411	3	5	30	5.8	5.5	2.2861904266	2	12
putnički	8	17076	32	3.84375	4.0	0.971769487842	2	5	32	3.625	4.0	0.819679815538	2	5	30	3.73333333333	4.0	0.891939210684	2	5	30	7.16666666667	7.0	2.35348441441	2	12
ograničavati	12	12961	32	2.625	2.0	1.24373429638	1	5	32	3.6875	4.0	0.807677998958	2	5	30	3.1	3.0	1.10604400154	1	5	30	8.9	9.5	2.65015722804	2	14
fobija	6	4561	32	2.53125	2.0	1.2986621722	1	5	32	3.125	3.0	0.7806247498	1	5	30	3.43333333333	3.0	1.08576649833	1	5	30	10.7	11.5	2.49198715888	5	16
novčić	6	5792	32	5.0	5.0	0.0	5	5	32	3.75	4.0	1.2747548784	1	5	30	4.9	5.0	0.395811402901	3	5	30	4.8	5.0	1.73973178009	2	10
ošišati	7	3541	32	4.40625	5.0	1.05650884402	0	5	32	3.59375	4.0	0.744117556237	2	5	30	4.63333333333	5.0	0.657436097444	3	5	30	4.83333333333	5.0	1.46249406457	2	8
rejting	7	18603	32	2.40625	2.0	1.22115148016	1	5	32	2.8125	3.0	1.18420595759	1	5	30	2.7	2.0	1.26885775404	1	5	30	12.5666666667	13.0	2.24623141184	7	16
potrošnja	9	93072	32	2.71875	3.0	1.46275371731	1	5	32	3.59375	4.0	0.963696496569	2	5	30	2.96666666667	3.0	1.22429117815	1	5	30	10.2	10.0	2.37205958329	5	15
brzinski	8	7412	32	2.78125	3.0	1.31658590206	1	5	32	3.6875	4.0	1.30952042748	0	5	30	3.53333333333	4.0	1.20369800568	1	5	30	7.73333333333	7.0	2.32283351869	2	13
lončar	6	3994	32	4.75	5.0	0.790569415042	2	5	32	2.1875	2.0	1.23585749583	1	5	30	4.13333333333	5.0	1.17567947257	1	5	29	8.24137931034	8.0	2.78735039696	2	15
raditi	6	1685805	32	3.6875	4.0	1.26089006261	1	5	32	4.9375	5.0	0.242061459138	4	5	30	4.2	4.5	0.945163125251	2	5	30	4.56666666667	5.0	1.43022919686	2	7
zatvoriti	9	62164	32	4.28125	5.0	0.909477013178	2	5	32	4.75	5.0	0.559016994375	3	5	30	4.6	5.0	0.75718777944	2	5	30	4.5	5.0	1.47761068395	2	7
svakodnevan	11	87323	32	2.84375	3.0	1.37180025423	1	5	32	4.28125	4.5	0.837942979862	2	5	30	3.06666666667	3.0	1.18133634311	1	5	30	7.53333333333	8.0	2.30554886211	2	12
igrani	6	11951	32	2.3125	2.0	1.15751619859	0	4	32	2.96875	3.0	0.951458584227	1	4	30	3.53333333333	4.0	1.25786415094	1	5	30	7.86666666667	8.0	2.76566246836	2	14
preskočiti	10	20427	32	4.21875	5.0	1.08208060582	1	5	32	3.78125	4.0	0.81908390138	1	5	30	4.6	5.0	0.75718777944	3	5	30	4.8	5.0	1.62069943749	2	8
nominirati	10	3405	32	2.125	2.0	1.13880419739	1	5	32	2.5	3.0	0.75	1	4	30	3.03333333333	3.0	1.35359603362	1	5	30	10.3333333333	10.0	2.5342103745	5	15
mirenje	7	8094	32	1.9375	1.0	1.1709371247	1	4	32	2.9375	3.0	0.998044963917	1	5	30	3.0	3.0	1.15470053838	1	5	30	8.13333333333	8.0	2.61703819019	4	14
logistički	10	7079	32	1.90625	2.0	1.09998224417	0	4	32	2.21875	2.0	1.16550351244	1	5	30	2.33333333333	2.0	1.24721912892	1	5	30	13.8	14.0	2.61278905897	6	18
poslodavac	10	83348	32	4.28125	5.0	0.97578093725	2	5	32	3.46875	3.5	0.999511599482	0	5	30	3.76666666667	4.0	0.989388138644	1	5	30	12.3	12.0	2.23830292856	7	17
normalizacija	13	3550	32	1.65625	1.0	0.851813323152	1	4	32	2.28125	2.0	0.874441786227	1	4	30	1.93333333333	2.0	1.06249183003	1	5	30	13.3	13.5	2.55799400573	6	17
poznavanje	10	25402	32	2.5	2.0	1.41421356237	1	5	32	4.125	4.0	0.739509972887	2	5	30	2.46666666667	2.0	1.25786415094	1	5	30	8.3	9.0	2.41039415864	2	12
parkirati	9	15202	32	4.6875	5.0	0.526634360824	3	5	32	4.34375	5.0	0.887742044459	1	5	30	4.73333333333	5.0	0.512076383191	3	5	30	6.73333333333	7.0	1.50406855636	4	10
odmahnuti	9	3134	32	4.09375	4.5	1.12803410299	1	5	32	3.75	4.0	1.06066017178	1	5	30	4.7	5.0	0.585946527708	3	5	30	6.96666666667	7.0	2.82233158143	3	13
bujan	5	7880	32	3.5	4.0	1.25	1	5	32	3.34375	3.0	0.922272160211	1	5	30	3.5	3.0	1.11803398875	2	5	30	9.23333333333	10.0	2.76505977432	3	14
neodgovornost	13	3700	32	2.1875	2.0	1.15751619859	1	5	32	3.9375	4.0	0.826797284708	2	5	30	2.83333333333	3.0	1.36829171678	1	5	30	7.83333333333	8.0	2.36760544761	2	14
žut	3	62226	32	4.5	5.0	1.14564392374	1	5	32	3.96875	4.0	1.13149168689	0	5	30	4.96666666667	5.0	0.179505493571	4	5	30	3.7	4.0	1.15902257671	1	6
ribolovan	9	6488	32	3.15625	4.0	1.48132911181	0	5	32	2.0	2.0	0.935414346693	1	4	30	3.8	4.0	1.10754984839	2	5	30	7.53333333333	7.0	2.47296493213	2	13
akcijski	8	24406	32	2.90625	3.0	1.33133802526	1	5	32	3.5	4.0	1.06066017178	0	5	30	3.6	3.5	1.25432584815	1	5	30	8.23333333333	8.0	2.66687499186	3	15
prezentirati	12	36693	32	3.84375	4.0	1.12108694467	1	5	32	4.125	4.0	0.739509972887	3	5	30	4.26666666667	4.5	0.928559218479	1	5	30	10.0333333333	10.0	2.21334337347	6	14
komplet	7	16268	32	4.03125	4.0	0.918026926348	2	5	32	3.65625	4.0	0.851813323152	2	5	30	4.03333333333	4.0	1.01598337694	2	5	30	8.13333333333	8.0	2.04504822002	4	12
obavještajan	12	17403	32	2.1875	2.0	1.33317056298	0	5	32	2.34375	2.0	1.07846462042	0	5	30	2.56666666667	3.0	1.256538455	1	5	30	11.6	12.0	2.33238075794	7	16
terapeutski	11	3994	32	2.53125	3.0	1.11759717139	0	5	32	2.53125	3.0	0.865461401508	1	4	30	3.06666666667	3.0	1.12348663642	1	5	30	11.0666666667	11.0	2.70719206723	5	15
muslimanka	10	3010	32	4.8125	5.0	0.526634360824	3	5	32	3.28125	3.0	1.03785761909	1	5	30	4.66666666667	5.0	0.69920589878	2	5	30	9.2	9.0	2.00665559244	5	13
konkurentnost	13	18737	32	2.15625	2.0	1.17551517961	1	5	32	3.09375	3.0	1.04161458203	0	5	30	2.66666666667	2.5	1.07496769977	1	5	30	12.7666666667	13.0	2.24623141184	8	17
isplata	7	42969	32	3.65625	4.0	1.31361559731	1	5	32	3.4375	4.0	0.966226552109	2	5	30	3.86666666667	4.0	0.921351664072	2	5	30	11.3333333333	11.0	2.42670329643	6	15
majstorski	10	7844	32	2.71875	3.0	1.32840070668	0	5	32	3.125	3.0	0.85695682505	1	5	30	2.93333333333	3.0	1.33998341615	1	5	30	9.26666666667	9.5	2.69485105752	3	15
dopadati	8	4875	32	2.375	2.0	1.11102430216	1	4	32	3.40625	4.0	1.05650884402	1	5	30	2.76666666667	2.5	1.4067298564	1	5	30	8.73333333333	9.0	2.22011010738	3	13
tragičan	8	22266	32	2.5625	2.0	1.43478003541	0	5	32	3.6875	4.0	0.807677998958	2	5	30	3.53333333333	3.0	1.14697670227	1	5	30	9.13333333333	9.0	2.4997777679	3	13
spavati	7	104693	32	4.625	5.0	0.892678553568	1	5	32	4.96875	5.0	0.173992636338	4	5	30	4.9	5.0	0.3	4	5	30	3.83333333333	4.0	1.31866936299	1	7
željan	6	20464	32	2.21875	2.0	1.08208060582	1	4	32	3.4375	4.0	1.0879309491	0	5	30	3.0	3.0	1.3416407865	1	5	30	8.23333333333	7.5	2.88309247549	3	15
seljački	8	12850	32	3.09375	3.5	1.42213253162	0	5	32	3.5625	4.0	0.966226552109	2	5	30	4.2	4.5	0.945163125251	2	5	30	6.63333333333	7.0	2.24326151445	2	12
bračni	6	45651	32	3.09375	3.5	1.33133802526	1	5	32	3.46875	3.5	1.14521763761	0	5	30	3.93333333333	4.0	1.09341463112	2	5	30	7.16666666667	7.0	2.35348441441	3	12
predan	6	9862	32	2.03125	1.5	1.15878101361	1	4	32	3.5	4.0	0.901387818866	2	5	30	2.73333333333	3.0	1.28927197372	1	5	30	10.0	10.0	2.60768096208	5	15
biskupija	9	29513	32	4.0	4.5	1.29903810568	1	5	32	2.9375	3.0	1.27322179922	1	5	30	3.8	4.0	1.04562580942	1	5	30	8.16666666667	8.0	2.06693546639	5	14
priskočiti	10	4566	32	3.15625	3.0	1.20180528269	1	5	32	3.59375	4.0	0.744117556237	2	5	30	3.26666666667	3.0	1.12348663642	1	5	30	8.53333333333	8.0	2.66749986983	5	14
provlačiti	10	9327	32	3.625	4.0	1.16592238164	1	5	32	3.6875	4.0	0.881670998729	2	5	30	3.86666666667	4.0	1.05619863452	2	5	30	7.36666666667	7.0	2.72621023075	3	15
prijelaz	8	41456	32	3.75	4.0	1.29903810568	1	5	32	3.96875	4.0	1.01502386056	2	5	30	4.0	4.0	1.12546286774	1	5	30	7.96666666667	7.0	2.93806436659	3	15
ulomak	6	7241	32	4.59375	5.0	0.823839145404	1	5	32	4.46875	5.0	0.865461401508	2	5	30	4.46666666667	5.0	0.763034876151	2	5	30	8.06666666667	7.0	1.78761169037	5	12
oglasni	7	6884	32	2.625	2.5	1.2183492931	1	5	32	2.84375	3.0	1.09285677813	1	5	30	3.2	3.0	1.10754984839	1	5	30	9.46666666667	10.0	2.4864074932	5	15
pripraviti	10	3005	32	3.1875	3.0	1.37925478067	1	5	32	3.28125	4.0	1.15201928695	1	5	30	3.03333333333	3.0	1.11005505369	1	5	30	9.26666666667	10.0	2.56818137123	4	14
udovoljiti	10	11207	32	2.34375	2.0	1.28960689262	1	5	32	3.59375	4.0	0.93070453824	1	5	30	2.76666666667	2.5	1.28279209366	1	5	30	9.1	9.0	2.73678643668	4	15
čovjek	6	2308560	32	4.6875	5.0	0.881670998729	1	5	32	4.90625	5.0	0.291480595409	4	5	30	4.9	5.0	0.395811402901	3	5	30	4.06666666667	4.0	1.3646326327	2	7
stečevina	9	5543	32	2.75	3.0	1.41421356237	1	5	32	2.03125	2.0	1.04535804273	1	5	30	2.43333333333	2.0	1.30851909509	1	5	30	12.5	12.0	2.48663092021	7	18
otpočeti	8	5613	32	2.21875	2.5	0.991664478289	1	4	32	2.53125	2.0	1.27437178151	1	5	30	2.1	2.0	1.10604400154	1	5	30	10.1333333333	10.5	2.8134597128	4	15
kukati	6	12058	32	3.125	3.0	1.4086784587	1	5	32	3.625	4.0	0.992156741649	1	5	30	3.43333333333	3.5	1.20231258646	1	5	30	7.16666666667	7.0	2.33927814127	3	13
čaroban	7	19051	32	2.09375	2.0	1.20828843307	1	5	32	3.28125	3.0	0.943211767049	1	5	30	3.73333333333	4.0	1.20922380981	1	5	30	5.16666666667	5.0	1.57233018868	2	8
kasa	4	6318	32	4.90625	5.0	0.291480595409	4	5	32	3.40625	3.0	1.19528696868	0	5	30	4.73333333333	5.0	0.679869268479	2	5	30	6.1	6.0	2.07123151772	2	10
reket	5	7242	32	4.84375	5.0	0.711924109368	1	5	32	2.875	3.0	1.08253175473	1	5	30	4.76666666667	5.0	0.667499479817	2	5	30	5.7	6.0	1.75404294892	2	9
foton	5	3252	32	3.125	3.0	1.57619002661	1	5	32	1.78125	1.5	0.959634533299	0	4	30	2.66666666667	3.0	1.39841179756	0	5	29	12.6551724138	13.0	3.49655852546	0	18
prihod	6	118775	32	3.15625	3.0	1.39439446983	1	5	32	3.5	4.0	0.790569415042	2	5	30	3.13333333333	3.0	1.05619863452	1	5	30	11.5	12.0	2.52652594155	6	16
demografski	11	10093	32	2.125	2.0	1.26861144564	0	5	32	2.5625	3.0	1.14393782611	1	5	30	3.06666666667	3.0	1.38884444373	1	5	30	11.9	12.0	2.35725829443	6	16
desni	5	112657	32	3.9375	4.5	1.27322179922	1	5	32	4.3125	5.0	0.845484328654	2	5	30	4.3	5.0	1.1	1	5	30	5.9	5.0	2.67519469696	2	12
verbalan	8	14966	32	2.40625	2.0	1.14180161915	1	5	32	3.3125	3.0	1.10219950553	1	5	30	3.16666666667	3.0	1.18556128292	1	5	30	11.5	12.0	2.53968501984	5	16
nepodnošljiv	12	6753	32	2.1875	2.0	1.44562918828	0	5	32	3.53125	4.0	1.2986621722	0	5	30	2.9	3.0	1.24766448481	1	5	30	8.26666666667	8.0	2.36549266656	3	13
vlastit	7	374436	32	2.28125	2.0	1.20505121779	1	5	32	4.09375	4.0	1.09998224417	1	5	30	3.06666666667	3.0	1.3646326327	1	5	30	7.06666666667	7.0	1.94821855949	3	11
donositi	8	203447	32	3.40625	4.0	1.41110273811	0	5	32	4.34375	5.0	0.8143008888	2	5	30	3.76666666667	4.0	1.30851909509	1	5	30	5.3	5.0	1.73493515729	2	8
arogantan	9	4630	32	2.65625	3.0	1.24019592706	1	5	32	3.625	4.0	0.927024810887	1	5	30	3.66666666667	3.0	1.22020034785	1	5	30	10.2	10.0	2.61278905897	5	15
nepogoda	8	10575	32	2.875	3.0	1.2183492931	1	5	32	3.21875	3.0	1.02269176075	1	5	30	3.73333333333	4.0	1.18133634311	1	5	30	9.0	9.5	2.60768096208	3	14
plašiti	7	18561	32	3.1875	3.0	1.26089006261	1	5	32	4.0625	4.0	0.704339229349	2	5	30	4.0	4.0	0.966091783079	1	5	30	4.76666666667	5.0	1.74515201503	1	8
učen	4	3754	32	2.375	2.0	1.08253175473	1	4	32	3.375	3.0	0.927024810887	2	5	30	2.96666666667	3.0	1.3287420952	1	5	30	9.56666666667	9.0	3.46105314737	2	15
nepoželjan	10	8738	32	2.40625	2.0	1.36609331215	1	5	32	3.09375	3.0	0.979775962912	1	5	30	2.7	2.5	1.24230967691	1	5	30	8.83333333333	8.5	2.73353657781	3	15
rekordan	8	22289	32	2.5625	3.0	1.0879309491	1	5	32	3.0	3.0	0.75	1	4	30	3.23333333333	3.0	1.14552268516	1	5	30	8.33333333333	8.0	2.086996779	3	12
